ID,File_name,Report_ID,Site,Prefecture,remains,type,rim_diameter,hight,Reference,Target,Traces_of_processing,Phase
2112,TYa2358,2358,石名田木舟遺跡,Toyama,C-SD3535,TK,9.4,2.3,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2113,TYa2362,2362,石名田木舟遺跡,Toyama,C-SD3691,TK,9.2,2.4,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2114,TYa2363,2363,石名田木舟遺跡,Toyama,C-SD3691,TK,10.4,2.2,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2115,TYa2364,2364,石名田木舟遺跡,Toyama,C-SD3691,TI,9,2.1,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2116,TYa2365,2365,石名田木舟遺跡,Toyama,C-SD3691,TI,9.2,1.9,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2117,TYa2366,2366,石名田木舟遺跡,Toyama,C-SD3691,TK,9.6,2.3,（財）富山県文化振興財団2002,TRUE,,IS_C_2期
2118,TYa2380,2380,石名田木舟遺跡,Toyama,B2-SD1985,TK,8.9,2.3,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2119,TYa2515,2515,石名田木舟遺跡,Toyama,B2-SK1843,TK,8.5,2,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2120,TYa2676,2676,石名田木舟遺跡,Toyama,B2-SK1441,TK,8.7,2.1,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2121,TYa2677,2677,石名田木舟遺跡,Toyama,B2-SK1441,TK,9.2,2.2,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2122,TYa2678,2678,石名田木舟遺跡,Toyama,B2-SK1441,TK,12.2,2.2,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2123,TYa2684,2684,石名田木舟遺跡,Toyama,B2-SK1477,TK,13.4,2.1,（財）富山県文化振興財団2002,TRUE,,IS_B2_2-3期
2124,TYa2866,2866,石名田木舟遺跡,Toyama,B2-包含層,TK,7.9,1.9,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2125,TYa2867,2867,石名田木舟遺跡,Toyama,B2-包含層,TK,8.7,1.8,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2126,TYa2868,2868,石名田木舟遺跡,Toyama,B2-包含層,TK,9.1,2.3,（財）富山県文化振興財団2002,TRUE,,
2127,TYa2869,2869,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2128,TYa2870,2870,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2129,TYa2872,2872,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2.2,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2130,TYa2874,2874,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2.3,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2131,TYa2875,2875,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2.3,（財）富山県文化振興財団2002,TRUE,,
2132,TYa2876,2876,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2,（財）富山県文化振興財団2002,TRUE,,
2133,TYa2878,2878,石名田木舟遺跡,Toyama,B2-包含層,TK,9.1,2.2,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2134,TYa2881,2881,石名田木舟遺跡,Toyama,B2-包含層,TK,9.5,2.2,（財）富山県文化振興財団2002,TRUE,,
2135,TYa2882,2882,石名田木舟遺跡,Toyama,B2-包含層,TK,9.4,2.7,（財）富山県文化振興財団2002,TRUE,,
2136,TYa2883,2883,石名田木舟遺跡,Toyama,B2-包含層,TK,9.4,1.8,（財）富山県文化振興財団2002,TRUE,,
2137,TYa2885,2885,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.3,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2138,TYa2886,2886,石名田木舟遺跡,Toyama,B2-包含層,TK,9.9,2,（財）富山県文化振興財団2002,TRUE,,
2139,TYa2887,2887,石名田木舟遺跡,Toyama,B2-包含層,TK,9.9,1.7,（財）富山県文化振興財団2002,TRUE,,
2140,TYa2890,2890,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.4,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2141,TYa2894,2894,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.1,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2142,TYa2896,2896,石名田木舟遺跡,Toyama,B2-包含層,TK,10.4,2.5,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2143,TYa2897,2897,石名田木舟遺跡,Toyama,B2-包含層,TK,10.3,2.5,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2144,TYa2898,2898,石名田木舟遺跡,Toyama,B2-包含層,TK,10.3,2.4,（財）富山県文化振興財団2002,TRUE,,
2145,TYa2901,2901,石名田木舟遺跡,Toyama,B2-包含層,TK,11,2.2,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2146,TYa2903,2903,石名田木舟遺跡,Toyama,B2-包含層,TK,11.6,2.3,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2147,TYa2906,2906,石名田木舟遺跡,Toyama,B2-包含層,TK,11.8,2.4,（財）富山県文化振興財団2002,TRUE,,IS_B2_4期
2148,TYa2908,2908,石名田木舟遺跡,Toyama,B2-包含層,TK,11.9,1.8,（財）富山県文化振興財団2002,TRUE,,
2149,TYa2910,2910,石名田木舟遺跡,Toyama,B2-包含層,TK,12.4,2.2,（財）富山県文化振興財団2002,TRUE,,
2150,TYa2913,2913,石名田木舟遺跡,Toyama,B2-包含層,TK,13,2.5,（財）富山県文化振興財団2002,TRUE,,
2151,TYa4764,4764,石名田木舟遺跡,Toyama,SD7030,RF,7.9,2,（財）富山県文化振興財団2002,TRUE,,IS_F-H_3期1
2152,TYa4766,4766,石名田木舟遺跡,Toyama,SD7030,RH,14.2,2.8,（財）富山県文化振興財団2002,TRUE,,IS_F-H_3期1
2153,TYc070,70,仏生寺城跡,Toyama,2000-SD06,TJ,7.2,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2154,TYc071,71,仏生寺城跡,Toyama,2000-SD06,TJ,7.3,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2155,TYc072,72,仏生寺城跡,Toyama,2000-SD06,TJ,7.6,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2156,TYc074,74,仏生寺城跡,Toyama,2000-SD06,TJ,8.3,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2157,TYc075,75,仏生寺城跡,Toyama,2000-SD06,TJ,8.2,1.4,舟橋村教育委員会2000,TRUE,,BS_L15C
2158,TYc078,78,仏生寺城跡,Toyama,2000-SD06,TJ,8.6,1.6,舟橋村教育委員会2000,TRUE,,BS_L15C
2159,TYc079,79,仏生寺城跡,Toyama,2000-SD06,TJ,9,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2160,TYc083,83,仏生寺城跡,Toyama,2000-SD06,TJ,9.6,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2161,TYc084,84,仏生寺城跡,Toyama,2000-SD06,TJ,9.4,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2162,TYc085,85,仏生寺城跡,Toyama,2000-SD06,TJ,9.8,2.1,舟橋村教育委員会2000,TRUE,,BS_L15C
2163,TYc086,86,仏生寺城跡,Toyama,2000-SD06,TJ,9.2,1.9,舟橋村教育委員会2000,TRUE,,BS_L15C
2164,TYc087,87,仏生寺城跡,Toyama,2000-SD06,TJ,9,1.9,舟橋村教育委員会2000,TRUE,,BS_L15C
2165,TYc088,88,仏生寺城跡,Toyama,2000-SD06,TJ,11.6,2.3,舟橋村教育委員会2000,TRUE,,BS_L15C
2166,TYc092,92,仏生寺城跡,Toyama,2000-SD06,TJ,14,2.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2167,TYc095,95,仏生寺城跡,Toyama,2000-SD06,TJ,14.1,2.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2168,TYc096,96,仏生寺城跡,Toyama,2000-SD06,TJ,13.1,2.6,舟橋村教育委員会2000,TRUE,,BS_L15C
2169,TYc097,97,仏生寺城跡,Toyama,2000-SD06,TI,13.1,2.3,舟橋村教育委員会2000,TRUE,,BS_L15C
2170,TYc098,98,仏生寺城跡,Toyama,2000-SD06,TJ,12,2.3,舟橋村教育委員会2000,TRUE,,BS_L15C
2171,TYc101,101,仏生寺城跡,Toyama,2000-SD06,TJ,14.8,2.9,舟橋村教育委員会2000,TRUE,,BS_L15C
2172,TYc102,102,仏生寺城跡,Toyama,2000-SD06,TJ,16.9,3.2,舟橋村教育委員会2000,TRUE,,BS_L15C
2173,TYc107,107,仏生寺城跡,Toyama,2000-SD06,TJ,17,3.3,舟橋村教育委員会2000,TRUE,,BS_L15C
2174,TYc109,109,仏生寺城跡,Toyama,2000-SD06,TJ,8,1.6,舟橋村教育委員会2000,TRUE,,BS_L15C
2175,TYc110,110,仏生寺城跡,Toyama,2000-SD06,TJ,8.5,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2176,TYc111,111,仏生寺城跡,Toyama,2000-SD06,TJ,7.8,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2177,TYc112,112,仏生寺城跡,Toyama,2000-SD06,TJ,8.4,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2178,TYc113,113,仏生寺城跡,Toyama,2000-SD06,TJ,9.8,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2179,TYc116,116,仏生寺城跡,Toyama,2000-SD06,TJ,17,2.9,舟橋村教育委員会2000,TRUE,,BS_L15C
2180,TYc118,118,仏生寺城跡,Toyama,2000-SD06,TI,7.6,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2181,TYc120,120,仏生寺城跡,Toyama,2000-SD06,TI,8,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2182,TYc121,121,仏生寺城跡,Toyama,2000-SD06,TI,8,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2183,TYc123,123,仏生寺城跡,Toyama,2000-SD06,TI,8.3,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2184,TYc124,124,仏生寺城跡,Toyama,2000-SD06,TI,8.6,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2185,TYc125,125,仏生寺城跡,Toyama,2000-SD06,TI,9,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2186,TYc126,126,仏生寺城跡,Toyama,2000-SD06,TI,9.8,2.2,舟橋村教育委員会2000,TRUE,,BS_L15C
2187,TYc128,128,仏生寺城跡,Toyama,2000-SD06,TI,10.5,2.4,舟橋村教育委員会2000,TRUE,,BS_L15C
2188,TYc165,165,仏生寺城跡,Toyama,2000-SD17,TJ,8,1.5,舟橋村教育委員会2000,TRUE,,BS_L15C
2189,TYc167,167,仏生寺城跡,Toyama,2000-SD17,TJ,9.6,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2190,TYc168,168,仏生寺城跡,Toyama,2000-SD17,TJ,10.6,2.2,舟橋村教育委員会2000,TRUE,,BS_L15C
2191,TYc172,172,仏生寺城跡,Toyama,2000-SD17,TJ,17.7,3.6,舟橋村教育委員会2000,TRUE,,BS_L15C
2192,TYc178,178,仏生寺城跡,Toyama,2000-SD17,TI,9.3,1.9,舟橋村教育委員会2000,TRUE,,BS_L15C
2193,TYc179,179,仏生寺城跡,Toyama,2000-SD17,TI,9.6,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2194,TYc182,182,仏生寺城跡,Toyama,2000-SD17,TI,9,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2195,TYc184,184,仏生寺城跡,Toyama,2000-SD17,TI,9.6,2.1,舟橋村教育委員会2000,TRUE,,BS_L15C
2196,TYc185,185,仏生寺城跡,Toyama,2000-SD17,TI,9,1.7,舟橋村教育委員会2000,TRUE,,BS_L15C
2197,TYc187,187,仏生寺城跡,Toyama,2000-SD17,TI,9.3,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2198,TYc188,188,仏生寺城跡,Toyama,2000-SD17,TI,9,2,舟橋村教育委員会2000,TRUE,,BS_L15C
2199,TYc197,197,仏生寺城跡,Toyama,2000-SD17,RF,9,1.8,舟橋村教育委員会2000,TRUE,,BS_L15C
2200,TYd001,1,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,TI,8.5,1.57,,TRUE,,BS_L15C
2201,TYd002,2,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,TI,8.4,1.6,,TRUE,,BS_L15C
2202,TYd003,3,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,TI,8.2,1.68,,TRUE,,BS_L15C
2203,TYd006,6,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,8.2,1.4,,TRUE,,BS_L15C
2204,TYd007,7,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,8.2,1.7,,TRUE,,BS_L15C
2205,TYd008,8,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,9.3,1.85,,TRUE,,BS_L15C
2206,TYd009,9,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,9.8,1.7,,TRUE,,BS_L15C
2207,TYd010,10,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,9.7,1.7,,TRUE,,BS_L15C
2208,TYd011,11,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RF,9.6,1.8,,TRUE,,BS_L15C
2209,TYd012,12,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RH,11.8,2.1,,TRUE,,BS_L15C
2210,TYd013,13,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,TJ,8.4,1.75,,TRUE,,BS_L15C
2211,TYd015,15,仏生寺城跡（2005）,Toyama,2005-1T中央土坑,RH,15.9,2.6,,TRUE,,BS_L15C
2212,TYe032,32,新庄城跡,Toyama,1SK293,TJ,7.9,1.4,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2213,TYe049,49,新庄城跡,Toyama,1SK256,TI,9.2,1.7,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2214,TYe050,50,新庄城跡,Toyama,1SK256,TI,8.5,1.9,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2215,TYe051,51,新庄城跡,Toyama,1SD04,TJ,10.6,2,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2216,TYe059,59,新庄城跡,Toyama,1SK117,RH,13.5,2.2,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2217,TYe060,60,新庄城跡,Toyama,2層,RH,16.5,3,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2218,TYe061,61,新庄城跡,Toyama,1SD04,RH,14.9,2.7,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2219,TYe063,63,新庄城跡,Toyama,1SK28,RH,15.7,2.6,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2220,TYe064,64,新庄城跡,Toyama,1SD04,TJ-b,15.1,2.1,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2221,TYe067,67,新庄城跡,Toyama,1SA01,TI,15.3,2.4,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2222,TYe068,68,新庄城跡,Toyama,1SD05,TJ-b,12.5,2.3,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2223,TYe070,70,新庄城跡,Toyama,1SD05,TJ,15.7,2.7,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2224,TYe071,71,新庄城跡,Toyama,1SD04,TJ-b,13.9,2.8,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2225,TYe072,72,新庄城跡,Toyama,1SD04,TJ-b,15.1,3.1,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2226,TYe073,73,新庄城跡,Toyama,1SD04,TJ,16.1,3,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2227,TYe074,74,新庄城跡,Toyama,1SA01,TJ-b,13.1,2.3,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2228,TYe075,75,新庄城跡,Toyama,1SD05,,14.2,2.2,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2229,TYe076,76,新庄城跡,Toyama,1SD04,TJ-b,14.9,2.5,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_2期
2230,TYe077,77,新庄城跡,Toyama,1SE101,TJ,12.5,2.1,富山市教育委員会埋蔵文化財センター2014,TRUE,,
2231,TYe078,78,新庄城跡,Toyama,1SA01,TJ,13.9,2.3,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2232,TYe083,83,新庄城跡,Toyama,1SD05,,14.5,3.5,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2233,TYe086,86,新庄城跡,Toyama,1SD05,TJ-b,12.9,2.7,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_1期
2234,TYe089,89,新庄城跡,Toyama,1SD200/2SD02,TJ-b,14.7,2.6,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_4期
2235,TYe142,142,新庄城跡,Toyama,1SD200/2SD02,TI,8.2,1.8,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_4期
2236,TYe143,143,新庄城跡,Toyama,1SD200/2SD02,TI,10.7,1.7,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_4期
2237,TYe152,152,新庄城跡,Toyama,1SK148/2SK37,TJ,9,1.9,富山市教育委員会埋蔵文化財センター2014,TRUE,,SJ_4期
2238,TYf005,5,小出城跡,Toyama,新期SD01,TI,9,1.9,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2239,TYf009,9,小出城跡,Toyama,新期SD01,TI,8.7,2.2,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2240,TYf011,11,小出城跡,Toyama,新期SD01,TI,7.8,1.5,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2241,TYf014,14,小出城跡,Toyama,新期SD01,TJ,10.9,2.4,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2242,TYf019,19,小出城跡,Toyama,新期SD01,TI,15.5,2.3,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2243,TYf022,22,小出城跡,Toyama,新期SD01,TI,13.9,2.5,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2244,TYf060,60,小出城跡,Toyama,新期SD01,RH,11.4,1.8,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2245,TYf068,68,小出城跡,Toyama,新期SD01,TI,8,1.6,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2246,TYf071,71,小出城跡,Toyama,新期SD01,RF,8.9,1.6,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2247,TYf072,72,小出城跡,Toyama,新期SD01,RH,13.7,2.1,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_新期
2248,TYf081,81,小出城跡,Toyama,古期SD01,TI,8.5,1.8,富山市教育委員会埋蔵文化財センター2007,TRUE,,KD_古期
2249,TYg284,284,井口城跡,Toyama,SK15,RF,7.6,1.6,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2250,TYg286,286,井口城跡,Toyama,SK15,RF,7.6,2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2251,TYg288,288,井口城跡,Toyama,SK15,RF,7.7,2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2252,TYg289,289,井口城跡,Toyama,SK15,RF,7.7,2.2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2253,TYg290,290,井口城跡,Toyama,SK15,RF,7.9,2.1,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2254,TYg291,291,井口城跡,Toyama,SK15,RF,7.7,1.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2255,TYg292,292,井口城跡,Toyama,SK15,RF,8.3,1.9,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2256,TYg293,293,井口城跡,Toyama,SK15,RF,10.8,2.4,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2257,TYg294,294,井口城跡,Toyama,SK15,RF,10.8,2.5,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2258,TYg296,296,井口城跡,Toyama,SK15,RH,13.6,2.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2259,TYg297,297,井口城跡,Toyama,SK15,RH,13.8,2.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2260,TYg299,299,井口城跡,Toyama,SK15,RH,14,3.2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2261,TYg300,300,井口城跡,Toyama,SK15,RH,14.4,3,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2262,TYg301,301,井口城跡,Toyama,SK15,RH,14.4,2.6,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2263,TYg302,302,井口城跡,Toyama,SK15,RH,14.4,2.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2264,TYg303,303,井口城跡,Toyama,SK15,RH,14.2,2.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2265,TYg305,305,井口城跡,Toyama,SK15,RH,14.4,2.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2266,TYg306,306,井口城跡,Toyama,SK15,RH,14.6,2.9,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2267,TYg307,307,井口城跡,Toyama,SK15,RH,14.8,3.2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2268,TYg309,309,井口城跡,Toyama,SK15,RH,15.6,2.7,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2269,TYg311,311,井口城跡,Toyama,SK15,RH,17.8,3.2,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2270,TYg315,315,井口城跡,Toyama,SK15周辺,RF,7.8,1.8,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2271,TYg316,316,井口城跡,Toyama,SK15周辺,RF,10.3,2.5,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2272,TYg319,319,井口城跡,Toyama,SK15周辺,RH,14.7,3,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2273,TYg320,320,井口城跡,Toyama,SK15周辺,RH,14.8,3,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
2274,TYg321,321,井口城跡,Toyama,SK15周辺,RH,14.8,2.6,富山県埋蔵文化財センター1990,TRUE,,IN_L15C
